Serial No,Name,University,Course,Year,Status,GRE_SCORE,Eng_test,Test_score,Undergrad_score,work_ex,Ranking
2708,BillaOnline,University of Utah,Management Information System,Fall 2017 ,Reject,316,TOEFL,94,55%,0,39
2709,ezhilarasanelec,University of Utah,Management Information System,Fall 2017 ,Reject,302,TOEFL,99,6.7 CGPA ,22,39
2710,SridharRamesh,University of Utah,Management Information System,Fall 2017 ,Reject,312,TOEFL,90,8.5 CGPA ,30,39
2711,Anurag K S,University of Utah,Management Information System,Fall 2017 ,Reject,304,TOEFL,84,72%,18,39
2712,Megan D'souza ,University of Utah,Management Information System,Fall 2017 ,Reject,305,TOEFL,102,7.95 CGPA ,15,39
2713,slodh,University of Utah,Management Information System,Fall 2017 ,Reject,316,TOEFL,96,7.32 CGPA ,35,39
2714,plavie,University of Utah,Management Information System,Fall 2017 ,Reject,303,TOEFL,93,7.46 CGPA ,1,39
2715,Garvvson,University of Utah,Management Information System,Fall 2017 ,Reject,297,TOEFL,83,6.15 CGPA ,1,39
2716,mgangrade7,University of Utah,Management Information System,Fall 2017 ,Reject,299,TOEFL,89,69.06%,33,39
2717,Gowrisankar ,University of Utah,Management Information System,Fall 2017 ,Reject,300,TOEFL,97,79.43%,58,39
2718,MugdhaDeshpande,University of Utah,Management Information System,Spring 2017 ,Reject,309,TOEFL,96,65%,18,39
2719,bhavesh.bendale,University of Utah,Management Information System,Spring 2017 ,Reject,302,TOEFL,91,64%,67,39
2720,Abhiggg,University of Utah,Management Information System,Fall 2018 ,Interested,314,TOEFL,100,8.5 CGPA ,15,39
2722,sisirchinferno,University of Utah,Management Information System,Spring 2019 ,Interested,308,TOEFL,100,6.47 CGPA ,38,39
2723,sonaljain,University of Utah,Management Information System,Spring 2019 ,Interested,310,TOEFL,99,7.81 CGPA ,21,39
2724,souravgoel,University of Utah,Management Information System,Fall 2018 ,Interested,290,ENG TEST,0,65%,50,39
2725,Phalguni,University of Utah,Management Information System,Fall 2018 ,Interested,295,TOEFL,92,8.28 CGPA ,26,39
2726,tpratik,University of Utah,Management Information System,Fall 2018 ,Interested,318,TOEFL,113,70%,0,39
2727,kc shruthi,University of Utah,Management Information System,Fall 2018 ,Interested,301,TOEFL,99,74%,36,39
2728,TejashreeAykar,University of Utah,Management Information System,Fall 2018 ,Interested,298,TOEFL,96,67%,58,39
2729,soham04,University of Utah,Management Information System,Fall 2018 ,Interested,304,ENG TEST,0,7.1 CGPA ,36,39
2730,Kibria,University of Utah,Management Information System,Fall 2018 ,Interested,305,TOEFL,88,9 CGPA ,40,39
2731,JShilpa26,University of Utah,Management Information System,Fall 2018 ,Interested,303,TOEFL,104,66%,36,39
2732,vnerul,University of Utah,Management Information System,Fall 2018 ,Interested,297,ENG TEST,0,55%,0,39
2733,srishti1995,University of Utah,Management Information System,Fall 2018 ,Interested,297,TOEFL,88,81%,20,39
2734,sanjeevmd,University of Utah,Management Information System,Fall 2019 ,Interested,306,TOEFL,86,6.73 CGPA ,7,39
2736,HubbaHubba,University of Utah,Management Information System,Fall 2018 ,Interested,321,TOEFL,104,60.32%,39,39
2738,shrini16,University of Utah,Management Information System,Fall 2018 ,Interested,302,TOEFL,96,74%,24,39
2739,Sanchit123,University of Utah,Management Information System,Fall 2018 ,Interested,304,TOEFL,93,7.5 CGPA ,30,39
2741,RushilAnand,University of Washington,Management Information System,Fall 2018 ,Applied,306,TOEFL,103,63.17%,27,17
2742,Sai Subhasree,University of Washington,Management Information System,Fall 2018 ,Applied,319,TOEFL,111,9.6 CGPA ,6,17
2743,ks11,University of Washington,Management Information System,Fall 2018 ,Applied,324,TOEFL,113,7.9 CGPA ,15,17
2744,Shalki,University of Washington,Management Information System,Fall 2018 ,Applied,316,ENG TEST,0,7.5 CGPA ,36,17
2745,abhijay22,University of Washington,Management Information System, Fall 2018 ,Applied,319,TOEFL,101,6.57 CGPA ,15,17
2746,Jinx,University of Washington,Management Information System,Fall 2018 ,Applied,319,TOEFL,105,6.8 CGPA ,6,17
2747,OnTop09,University of Washington,Management Information System,Fall 2018 ,Applied,315,TOEFL,100,72%,43,17
2748,LeharA,University of Washington,Management Information System,Fall 2018 ,Applied,310,TOEFL,106,75.60%,42,17
2749,aish004,University of Washington,Management Information System,Fall 2018 ,Applied,306,TOEFL,100,78%,17,17
2750,Anju1234,University of Washington,Management Information System,Fall 2018 ,Applied,319,TOEFL,113,73.40%,26,17
2751,Shivapriyak,University of Washington,Management Information System,Fall 2018 ,Applied,317,TOEFL,103,79%,60,17
2753,ashishiyer,University of Washington,Management Information System,Fall 2017 ,Applied,321,TOEFL,106,8.16 CGPA ,0,17
2754,amitmahapatra95,University of Washington,Management Information System,Fall 2017 ,Applied,315,TOEFL,105,7.4 CGPA ,2,17
2755,shaivya,University of Washington,Management Information System,Fall 2017 ,Applied,328,TOEFL,116,9 CGPA ,31,17
2756,Mervin,University of Washington,Management Information System,Fall 2017 ,Applied,322,TOEFL,114,8.97 CGPA ,0,17
2757,Sushmit,University of Washington,Management Information System,Fall 2017 ,Applied,317,TOEFL,109,9.18 CGPA ,6,17
2758,maheshkumar94,University of Washington,Management Information System,Fall 2017 ,Applied,327,TOEFL,111,7.85 CGPA ,18,17
2759,raviteja2021,University of Washington,Management Information System,Fall 2017 ,Applied,324,TOEFL,104,7.5 CGPA ,20,17
2760,shettyprithvi,University of Washington,Management Information System,Fall 2017 ,Applied,323,TOEFL,99,7.24 CGPA ,2,17
2761,DarshG,University of Washington,Management Information System,Fall 2018 ,Admit,315,TOEFL,101,9.81 CGPA ,0,17
2762,Meenu95,University of Washington,Management Information System,Fall 2018 ,Admit,323,TOEFL,99,7.38 CGPA ,18,17
2763,Amarjeetcheema,University of Washington,Management Information System,Fall 2018 ,Admit,316,TOEFL,97,70%,31,17
2764,Amratansh,University of Washington,Management Information System,Fall 2018 ,Admit,317,TOEFL,96,9.586 CGPA ,0,17
2765,Samra ,University of Washington,Management Information System,Fall 2018 ,Admit,316,TOEFL,112,8.48 CGPA ,21,17
2766,Prakirn,University of Washington,Management Information System,Fall 2018 ,Admit,321,TOEFL,104,6.541 CGPA ,2,17
2767,heenal211,University of Washington,Management Information System,Fall 2018 ,Admit,313,TOEFL,100,7.65 CGPA ,0,17
2768,Ankeet1406,University of Washington,Management Information System,Fall 2018 ,Admit,326,TOEFL,111,60.10%,42,17
2769,Animesh1990,University of Washington,Management Information System,Fall 2018 ,Admit,329,TOEFL,114,7.2 CGPA ,51,17
2770,GauravDharra,University of Washington,Management Information System,Fall 2018 ,Admit,313,ENG TEST,0,75%,38,17
2771,rahulrzende,University of Washington,Management Information System,Fall 2018 ,Admit,332,TOEFL,116,8.77 CGPA ,31,17
2772,Hardit,University of Washington,Management Information System,Fall 2018 ,Admit,324,TOEFL,114,8.3 CGPA ,30,17
2773,ShrutiCh,University of Washington,Management Information System,Spring 2018 ,Admit,318,ENG TEST,0,8.9 CGPA ,40,17
2774,bara,University of Washington,Management Information System,Fall 2018 ,Admit,320,TOEFL,108,65%,41,17
2775,vinnysai,University of Washington,Management Information System,Fall 2018 ,Admit,330,TOEFL,110,8.4 CGPA ,30,17
2777,Apchin,University of Washington,Management Information System,Fall 2017 ,Admit,307,TOEFL,99,9 CGPA ,36,17
2778,nebaditanayak,University of Washington,Management Information System,Fall 2017 ,Admit,320,TOEFL,103,7.85 CGPA ,52,17
2779,himanshua2011,University of Washington,Management Information System,Fall 2017 ,Admit,313,TOEFL,104,66.74%,20,17
2780,sathwik7vk,University of Washingto,n Management Information System,Fall 2017 ,Admit,322,TOEFL,109,90.81%,25,42
2781,ishabandi,University of Washington,Management Information System,Fall 2018 ,Reject,319,TOEFL,117,8.44 CGPA ,4,17
2782,MayurDevil,University of Washington,Management Information System,Fall 2018 ,Reject,319,TOEFL,112,7.52 CGPA ,35,17
2783,KoSanjana,University of Washington,Management Information System,Fall 2018 ,Reject,305,TOEFL,109,86%,25,17
2784,noogler,University of Washington,Management Information System,Fall 2018 ,Reject,315,TOEFL,102,6.76 CGPA ,19,17
2786,Himanshi22,University of Washington,Management Information System,Fall 2018 ,Reject,314,TOEFL,100,76%,41,17
2787,TheAmerican,University of Washington,Management Information System,Fall 2018 ,Reject,312,TOEFL,108,72%,67,17
2788,anadirastogi47,University of Washington,Management Information System,Fall 2018 ,Reject,315,TOEFL,109,6.72 CGPA ,29,17
2789,Gnanendratr,University of Washington,Management Information System,Fall 2018 ,Reject,319,TOEFL,105,7.61 CGPA ,40,17
2790,Vedang07,University of Washington,Management Information System,Fall 2018 ,Reject,317,TOEFL,108,8.2 CGPA ,0,17
2791,Ankita Tapadia,University of Washington,Management Information System,Fall 2018 ,Reject,318,TOEFL,0,67%,16,17
2792,Aashay Kedar,University of Washington,Management Information System,Fall 2018 ,Reject,313,TOEFL,104,7.2 CGPA ,19,17
2793,shivambindal,University of Washington,Management Information System,Fall 2018 ,Reject,316,TOEFL,101,81%,15,17
2794,HimanshiM,University of Washington,Management Information System,Fall 2018 ,Reject,313,TOEFL,109,7.5 CGPA ,16,17
2795,Adyasha1094,University of Washington,Management Information System,Fall 2018 ,Reject,318,TOEFL,118,8.43 CGPA ,30,17
2796,Asmita10,University of Washington,Management Information System,Fall 2018 ,Reject,312,TOEFL,110,7.62 CGPA ,2,17
2797,darshit96,University of Washington,Management Information System,Fall 2018 ,Reject,322,TOEFL,104,8.3 CGPA ,0,17
2798,JaySomaiya,University of Washington,Management Information System,Fall 2018 ,Reject,317,TOEFL,110,6.93 CGPA ,25,17
2799,Varuntan,University of Washington,Management Information System,Fall 2018 ,Reject,308,TOEFL,98,65%,25,17
2800,Tanya13,University of Washington,Management Information System,Fall 2018 ,Reject,315,TOEFL,112,8.24 CGPA ,1,17
2801,hjkkjg,University of Washington,Management Information System,Fall 2019 ,Interested,318,ENG TEST,0,8 CGPA ,6,17
2802,JashKT,University of Washington,Management Information System,Fall 2019 ,Interested,316,ENG TEST,0,9 CGPA ,12,17
2803,Sujesh,University of Washington,Management Information System,Fall 2019 ,Interested,321,TOEFL,114,7.58 CGPA ,38,17
2808,MeghaPN,University of Washington,Management Information System,Spring 2019 ,Interested,303,TOEFL,95,75%,20,17
2811,Raveesh94,University of Washington,Management Information System,Fall 2019 ,Interested,320,ENG TEST,0,7.69 CGPA ,7,17
2812,snehGajiwala,University of Washington,Management Information System,Fall 2019 ,Interested,319,TOEFL,104,9.39 CGPA ,2,17
2814,ank251194,University of Washington,Management Information System,Fall 2018 ,Interested,325,TOEFL,112,8.56 CGPA ,18,17
2815,itsmesparsh,University of Washington,Management Information System,Spring 2018 ,Interested,326,ENG TEST,0,7.2 CGPA ,15,17
2818,Kedudesh,University of Washington,Management Information System,Spring 2019 ,Interested,320,TOEFL,104,8.2 CGPA ,1,17
2819,Murlis,University of Washington,Management Information System,Fall 2019 ,Interested,320,ENG TEST,0,7.8 CGPA ,1,17
2820,MAHAKGOEL,University of Washington,Management Information System,Fall 2018 ,Interested,314,ENG TEST,0,73.06%,34,17
2822,Shreepriya,University of Washington,Information Management,Fall 2018 ,Applied,312,TOEFL,110,8.6 CGPA ,24,17
2823,AnushkaKatyayan,University of Washington,Information Management,Fall 2018 ,Applied,320,TOEFL,104,65%,60,17
2824,RushilAnand,University of Washington,Information Management,Fall 2018 ,Applied,306,TOEFL,103,63.17%,27,17
2825,DharmikKothari,University of Washington,Information Management,Fall 2018 ,Applied,316,TOEFL,102,7.08 CGPA ,40,17
2827,Kiah-kol,University of Washington,Information Management,Fall 2018 ,Applied,322,TOEFL,107,74.47%,28,17
2828,sabre2000,University of Washington,Information Management,Fall 2018 ,Applied,317,ENG TEST,0,89.20%,43,17
2829,devanshgandhi96,University of Washington,Information Management,Fall 2018 ,Applied,318,TOEFL,108,8.33 CGPA ,1,17
2830,PoojaRaj,University of Washington,Information Management,Fall 2017 ,Applied,316,TOEFL,112,73%,20,17
2831,NihitMalhotra,University of Washington,Information Management,Fall 2017 ,Applied,308,TOEFL,101,69%,48,17
2832,Apu0929,University of Washington,Information Management,Fall 2018 ,Admit,326,TOEFL,115,9.38 CGPA ,1,17
2833,Bittu970,University of Washington,Information Management,Fall 2018 ,Admit,316,TOEFL,111,8.64 CGPA ,1,17
2834,Harishb,University of Washington,Information Management,Fall 2018 ,Admit,329,TOEFL,0,75%,144,17
2835,saylo2007,University of Washington,Information Management,Fall 2018 ,Admit,324,TOEFL,117,8.49 CGPA ,8,17
2836,nadia92,University of Washington,Information Management,Fall 2018 ,Admit,325,TOEFL,102,7.34 CGPA ,35,17
2837,MayureshRM,University of Washington,Information Management,Fall 2018 ,Admit,318,TOEFL,0,73.50%,33,17
2838,Veedee,University of Washington,Information Management,Fall 2018 ,Admit,309,TOEFL,117,70%,12,17
2839,vishal khatri,University of Washington,Information Management,Fall 2018 ,Admit,326,TOEFL,113,68.50%,44,17
2840,manasTri,University of Washington,Information Management,Fall 2018 ,Admit,322,TOEFL,110,81.60%,24,17
2841,Ashwin Srinivas,University of Washington,Information Management,Fall 2018 ,Admit,307,TOEFL,107,69%,19,17
2842,achyuth1991,University of Washington,Information Management,Fall 2018 ,Admit,320,ENG TEST,0,6.41 CGPA ,0,17
2843,Krutika93,University of Washington,Information Management,Fall 2018 ,Admit,315,TOEFL,105,7.42 CGPA ,0,17
2844,ajin22,University of Washington,Information Management,Fall 2018 ,Admit,322,TOEFL,114,64%,29,17
2845,Poseidon,University of Washington,Information Management,Fall 2018 ,Admit,321,TOEFL,109,60%,29,17
2846,MeenalKhandelwal,University of Washington,Information Management,Fall 2018 ,Admit,321,TOEFL,112,73.24%,32,17
2847,clinton30,University of Washington,Information Management,Fall 2018 ,Admit,317,TOEFL,114,61.52%,36,17
2848,Rids156,University of Washington,Information Management,Fall 2018 ,Admit,304,TOEFL,104,7.33 CGPA ,44,17
2849,Anju1234,University of Washington,Information Management,Fall 2018 ,Admit,319,TOEFL,113,73.40%,26,17
2850,AnujC,University of Washington,Information Management,Fall 2018 ,Admit,325,TOEFL,115,9.12 CGPA ,4,17
2851,AndyDck,University of Washington,Information Management,Fall 2018 ,Admit,329,TOEFL,114,7.2 CGPA ,54,17
2852,rdbokhi,University of Washington,Information Management,Fall 2018 ,Reject,318,TOEFL,112,70%,11,17
2853,RohitN,University of Washington,Information Management,Fall 2017 ,Reject,311,TOEFL,107,52%,35,17
2854,four123,University of Washington,Information Management,Fall 2018 ,Reject,315,TOEFL,0,6.93 CGPA ,2,17
2855,AnkitaGosain,University of Washington,Information Management,Fall 2018 ,Reject,313,TOEFL,107,8.96 CGPA ,0,17
2856,sharan12345,University of Washington,Information Management,Fall 2018 ,Reject,315,TOEFL,112,65%,12,17
2857,Vaidhyanathan,University of Washington,Information Management,Fall 2018 ,Reject,317,TOEFL,0,9.16 CGPA ,20,17
2858,lalits,University of Washington,Information Management,Fall 2018 ,Reject,321,TOEFL,112,63%,60,17
2859,JanhaviDeshpande,University of Washington,Information Management,Fall 2018 ,Reject,317,TOEFL,118,3.14 CGPA ,6,17
2861,AmanGupta95,University of Washington,Information Management,Fall 2018 ,Reject,324,TOEFL,0,7.85 CGPA ,0,17
2862,Sunny Katiyar,University of Washington,Information Management,Fall 2018 ,Reject,323,TOEFL,111,8 CGPA ,48,17
2863,breakbuild,University of Washington,Information Management,Fall 2018 ,Reject,316,TOEFL,103,8.33 CGPA ,41,17
2864,VarunSG,University of Washington,Information Management,Fall 2018 ,Reject,326,TOEFL,113,7.75 CGPA ,6,17
2865,sahiltandon,University of Washington,Information Management,Fall 2018 ,Reject,320,TOEFL,110,6.2 CGPA ,40,17
2866,hanamana,University of Washington,Information Management,Fall 2018 ,Reject,318,TOEFL,111,6.68 CGPA ,6,17
2867,Chowry000,University of Washington,Information Management,Fall 2018 ,Reject,316,TOEFL,102,7.76 CGPA ,54,17
2868,pranil01,University of Washington,Information Management,Fall 2018 ,Reject,320,TOEFL,102,8.017 CGPA ,0,17
2869,dsfgdgfg,University of Washington,Information Management,Fall 2018 ,Reject,321,TOEFL,112,7.7 CGPA ,0,17
